command,algo,testname,num_features,num_inputs,mlspl_query,result_count,result_message,disk_write(kb),cpu_percent(%),command_time(sec),cpu_time(sec),memory(mb),run_time(sec)
fit,LinearRegression,aws.m3.large_fit_LinearRegression_i500_f10,10,500,| inputlookup cover_500.csv | fit LinearRegression "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_LinearRegression_t500_f10,500,Good Job,8.0,93.9,0.394,0.59,65.0,1.174
apply,PCA,aws.m3.large_apply_PCA_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_PCA_t5000_f20 ,10000000,Good Job,596.0,104.6,980.643,321.51,189.0,1672.36
apply,PCA,aws.m3.large_apply_PCA_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_PCA_t5000_f50 ,10000000,Good Job,1156.0,105.4,1955.156,754.99,342.0,2968.268
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i5000_f10,10,5000,| inputlookup cover_5000.csv | apply model_StandardScaler_t5000_f10 ,5000,Good Job,8.0,75.2,1.053,0.57,66.0,1.678
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i5000_f20,20,5000,| inputlookup cover_5000.csv | apply model_StandardScaler_t5000_f20 ,5000,Good Job,4.0,94.4,0.745,0.7,70.0,1.333
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i5000_f50,50,5000,| inputlookup cover_5000.csv | apply model_StandardScaler_t5000_f50 ,5000,Good Job,4.0,98.0,1.111,0.94,79.0,1.755
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i10000_f10,10,10000,| inputlookup cover_10000.csv | apply model_StandardScaler_t5000_f10 ,10000,Good Job,12.0,101.7,0.748,0.78,73.0,1.563
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i10000_f20,20,10000,| inputlookup cover_10000.csv | apply model_StandardScaler_t5000_f20 ,10000,Good Job,4.0,96.8,0.995,0.86,78.0,1.722
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i10000_f50,50,10000,| inputlookup cover_10000.csv | apply model_StandardScaler_t5000_f50 ,10000,Good Job,4.0,103.7,1.768,1.24,95.0,2.547
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i20000_f10,10,20000,| inputlookup cover_20000.csv | apply model_StandardScaler_t5000_f10 ,20000,Good Job,4.0,103.1,1.067,0.91,80.0,2.022
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i20000_f20,20,20000,| inputlookup cover_20000.csv | apply model_StandardScaler_t5000_f20 ,20000,Good Job,4.0,102.7,1.592,1.15,96.0,2.517
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i20000_f50,50,20000,| inputlookup cover_20000.csv | apply model_StandardScaler_t5000_f50 ,20000,Good Job,8.0,99.7,3.103,1.96,134.0,4.2
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i50000_f10,10,50000,| inputlookup cover_50000.csv | apply model_StandardScaler_t5000_f10 ,50000,Good Job,4.0,103.2,2.049,1.37,106.0,3.565
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i50000_f20,20,50000,| inputlookup cover_50000.csv | apply model_StandardScaler_t5000_f20 ,50000,Good Job,4.0,102.6,3.356,2.05,146.0,5.001
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i50000_f50,50,50000,| inputlookup cover_50000.csv | apply model_StandardScaler_t5000_f50 ,50000,Good Job,12.0,103.3,7.184,4.16,218.0,9.175
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i100000_f10,10,100000,| inputlookup cover_100000.csv | apply model_StandardScaler_t5000_f10 ,100000,Good Job,16.0,99.9,6.781,2.32,120.0,13.871
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i100000_f20,20,100000,| inputlookup cover_100000.csv | apply model_StandardScaler_t5000_f20 ,100000,Good Job,12.0,103.2,9.598,3.59,167.0,17.151
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i100000_f50,50,100000,| inputlookup cover_100000.csv | apply model_StandardScaler_t5000_f50 ,100000,Good Job,28.0,103.1,18.086,7.77,286.0,28.324
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i200000_f10,10,200000,| inputlookup cover_200000.csv | apply model_StandardScaler_t5000_f10 ,200000,Good Job,12.0,103.1,13.154,4.12,121.0,26.038
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i200000_f20,20,200000,| inputlookup cover_200000.csv | apply model_StandardScaler_t5000_f20 ,200000,Good Job,16.0,103.5,18.752,6.76,167.0,32.803
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i200000_f50,50,200000,| inputlookup cover_200000.csv | apply model_StandardScaler_t5000_f50 ,200000,Good Job,36.0,103.3,35.155,14.74,273.0,52.911
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i500000_f10,10,500000,| inputlookup cover_500000.csv | apply model_StandardScaler_t5000_f10 ,500000,Good Job,12.0,103.0,32.355,9.23,122.0,62.836
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i500000_f20,20,500000,| inputlookup cover_500000.csv | apply model_StandardScaler_t5000_f20 ,500000,Good Job,36.0,105.3,46.445,16.15,184.0,80.021
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i500000_f50,50,500000,| inputlookup cover_500000.csv | apply model_StandardScaler_t5000_f50 ,500000,Good Job,56.0,103.5,87.216,36.01,287.0,130.057
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | apply model_StandardScaler_t5000_f10 ,1000000,Good Job,48.0,103.2,64.067,17.77,126.0,123.658
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | apply model_StandardScaler_t5000_f20 ,1000000,Good Job,60.0,103.3,92.141,31.35,184.0,157.76
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | apply model_StandardScaler_t5000_f50 ,1000000,Good Job,128.0,103.9,174.735,71.19,331.0,259.2
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i2000000_f10,10,2000000,| inputlookup cover_2000000.csv | apply model_StandardScaler_t5000_f10 ,2000000,Good Job,80.0,104.1,128.651,35.45,123.0,246.601
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i2000000_f20,20,2000000,| inputlookup cover_2000000.csv | apply model_StandardScaler_t5000_f20 ,2000000,Good Job,120.0,105.0,185.185,62.8,185.0,315.535
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i2000000_f50,50,2000000,| inputlookup cover_2000000.csv | apply model_StandardScaler_t5000_f50 ,2000000,Good Job,200.0,105.9,347.856,141.13,312.0,515.526
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i5000000_f10,10,5000000,| inputlookup cover_5000000.csv | apply model_StandardScaler_t5000_f10 ,5000000,Good Job,184.0,104.0,320.028,87.3,128.0,615.351
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i5000000_f20,20,5000000,| inputlookup cover_5000000.csv | apply model_StandardScaler_t5000_f20 ,5000000,Good Job,300.0,104.3,460.675,154.13,189.0,785.107
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i5000000_f50,50,5000000,| inputlookup cover_5000000.csv | apply model_StandardScaler_t5000_f50 ,5000000,Good Job,540.0,107.0,876.067,353.99,317.0,1292.061
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i10000000_f10,10,10000000,| inputlookup cover_10000000.csv | apply model_StandardScaler_t5000_f10 ,10000000,Good Job,380.0,104.2,643.742,176.33,122.0,1230.954
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_StandardScaler_t5000_f20 ,10000000,Good Job,592.0,106.8,925.016,311.92,181.0,1572.329
apply,StandardScaler,aws.m3.large_apply_StandardScaler_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_StandardScaler_t5000_f50 ,10000000,Good Job,1084.0,107.0,1749.446,708.13,331.0,2580.533
apply,TFIDF,aws.m3.large_apply_TFIDF_i5000_f10,10,5000,| inputlookup camera_review_5000.csv | apply model_TFIDF_t5000_f10 ,5000,Good Job,4.0,90.6,0.772,0.72,65.0,1.273
apply,TFIDF,aws.m3.large_apply_TFIDF_i5000_f20,20,5000,| inputlookup camera_review_5000.csv | apply model_TFIDF_t5000_f20 ,5000,Good Job,4.0,101.6,0.657,0.63,64.0,1.163
apply,TFIDF,aws.m3.large_apply_TFIDF_i5000_f50,50,5000,| inputlookup camera_review_5000.csv | apply model_TFIDF_t5000_f50 ,5000,Good Job,4.0,95.5,0.834,0.76,71.0,1.334
apply,TFIDF,aws.m3.large_apply_TFIDF_i10000_f10,10,10000,| inputlookup camera_review_10000.csv | apply model_TFIDF_t5000_f10 ,10000,Good Job,4.0,99.1,0.798,0.83,67.0,1.297
apply,TFIDF,aws.m3.large_apply_TFIDF_i10000_f20,20,10000,| inputlookup camera_review_10000.csv | apply model_TFIDF_t5000_f20 ,10000,Good Job,4.0,99.7,0.895,0.86,72.0,1.461
apply,TFIDF,aws.m3.large_apply_TFIDF_i10000_f50,50,10000,| inputlookup camera_review_10000.csv | apply model_TFIDF_t5000_f50 ,10000,Good Job,4.0,98.5,1.214,1.02,77.0,1.802
apply,TFIDF,aws.m3.large_apply_TFIDF_i20000_f10,10,20000,| inputlookup camera_review_20000.csv | apply model_TFIDF_t5000_f10 ,20000,Good Job,4.0,100.9,1.184,1.22,73.0,1.795
apply,TFIDF,aws.m3.large_apply_TFIDF_i20000_f20,20,20000,| inputlookup camera_review_20000.csv | apply model_TFIDF_t5000_f20 ,20000,Good Job,4.0,99.3,1.392,1.26,77.0,2.002
apply,TFIDF,aws.m3.large_apply_TFIDF_i20000_f50,50,20000,| inputlookup camera_review_20000.csv | apply model_TFIDF_t5000_f50 ,20000,Good Job,8.0,99.9,1.949,1.5,90.0,2.614
apply,TFIDF,aws.m3.large_apply_TFIDF_i50000_f10,10,50000,| inputlookup camera_review_50000.csv | apply model_TFIDF_t5000_f10 ,50000,Good Job,4.0,100.3,2.364,2.08,89.0,3.065
apply,TFIDF,aws.m3.large_apply_TFIDF_i50000_f20,20,50000,| inputlookup camera_review_50000.csv | apply model_TFIDF_t5000_f20 ,50000,Good Job,4.0,101.9,2.871,2.27,95.0,3.64
apply,TFIDF,aws.m3.large_apply_TFIDF_i50000_f50,50,50000,| inputlookup camera_review_50000.csv | apply model_TFIDF_t5000_f50 ,50000,Good Job,8.0,103.0,4.245,2.87,126.0,5.206
apply,TFIDF,aws.m3.large_apply_TFIDF_i100000_f10,10,100000,| inputlookup camera_review_100000.csv | apply model_TFIDF_t5000_f10 ,100000,Good Job,20.0,102.6,4.893,3.67,86.0,6.66
apply,TFIDF,aws.m3.large_apply_TFIDF_i100000_f20,20,100000,| inputlookup camera_review_100000.csv | apply model_TFIDF_t5000_f20 ,100000,Good Job,16.0,101.7,6.204,4.05,114.0,8.468
apply,TFIDF,aws.m3.large_apply_TFIDF_i100000_f50,50,100000,| inputlookup camera_review_100000.csv | apply model_TFIDF_t5000_f50 ,100000,Good Job,8.0,103.2,9.466,5.14,177.0,13.23
apply,TFIDF,aws.m3.large_apply_TFIDF_i200000_f10,10,200000,| inputlookup camera_review_200000.csv | apply model_TFIDF_t5000_f10 ,200000,Good Job,16.0,101.6,9.55,6.69,85.0,12.396
apply,TFIDF,aws.m3.large_apply_TFIDF_i200000_f20,20,200000,| inputlookup camera_review_200000.csv | apply model_TFIDF_t5000_f20 ,200000,Good Job,12.0,104.1,11.942,7.56,105.0,15.863
apply,TFIDF,aws.m3.large_apply_TFIDF_i200000_f50,50,200000,| inputlookup camera_review_200000.csv | apply model_TFIDF_t5000_f50 ,200000,Good Job,20.0,104.8,18.674,9.72,161.0,25.494
apply,TFIDF,aws.m3.large_apply_TFIDF_i500000_f10,10,500000,| inputlookup camera_review_500000.csv | apply model_TFIDF_t5000_f10 ,500000,Good Job,16.0,103.1,23.498,15.91,94.0,29.626
apply,TFIDF,aws.m3.large_apply_TFIDF_i500000_f20,20,500000,| inputlookup camera_review_500000.csv | apply model_TFIDF_t5000_f20 ,500000,Good Job,20.0,102.9,29.431,18.13,113.0,38.233
apply,TFIDF,aws.m3.large_apply_TFIDF_i500000_f50,50,500000,| inputlookup camera_review_500000.csv | apply model_TFIDF_t5000_f50 ,500000,Good Job,48.0,103.7,46.566,23.51,177.0,62.886
apply,TFIDF,aws.m3.large_apply_TFIDF_i1000000_f10,10,1000000,| inputlookup camera_review_1000000.csv | apply model_TFIDF_t5000_f10 ,1000000,Good Job,32.0,103.5,46.976,31.79,89.0,58.694
apply,TFIDF,aws.m3.large_apply_TFIDF_i1000000_f20,20,1000000,| inputlookup camera_review_1000000.csv | apply model_TFIDF_t5000_f20 ,1000000,Good Job,44.0,105.5,58.48,35.38,114.0,75.554
apply,TFIDF,aws.m3.large_apply_TFIDF_i1000000_f50,50,1000000,| inputlookup camera_review_1000000.csv | apply model_TFIDF_t5000_f50 ,1000000,Good Job,52.0,103.1,93.205,46.41,173.0,125.29
apply,TFIDF,aws.m3.large_apply_TFIDF_i2000000_f10,10,2000000,| inputlookup camera_review_2000000.csv | apply model_TFIDF_t5000_f10 ,2000000,Good Job,72.0,104.3,93.104,62.77,92.0,115.996
apply,TFIDF,aws.m3.large_apply_TFIDF_i2000000_f20,20,2000000,| inputlookup camera_review_2000000.csv | apply model_TFIDF_t5000_f20 ,2000000,Good Job,72.0,104.3,116.676,69.89,121.0,150.13
apply,TFIDF,aws.m3.large_apply_TFIDF_i2000000_f50,50,2000000,| inputlookup camera_review_2000000.csv | apply model_TFIDF_t5000_f50 ,2000000,Good Job,120.0,104.0,184.794,92.04,185.0,247.776
apply,TFIDF,aws.m3.large_apply_TFIDF_i5000000_f10,10,5000000,| inputlookup camera_review_5000000.csv | apply model_TFIDF_t5000_f10 ,5000000,Good Job,136.0,104.8,230.65,156.09,96.0,287.027
apply,TFIDF,aws.m3.large_apply_TFIDF_i5000000_f20,20,5000000,| inputlookup camera_review_5000000.csv | apply model_TFIDF_t5000_f20 ,5000000,Good Job,200.0,103.7,291.454,174.87,116.0,374.333
apply,TFIDF,aws.m3.large_apply_TFIDF_i5000000_f50,50,5000000,| inputlookup camera_review_5000000.csv | apply model_TFIDF_t5000_f50 ,5000000,Good Job,300.0,105.1,462.88,227.69,196.0,619.523
apply,TFIDF,aws.m3.large_apply_TFIDF_i10000000_f10,10,10000000,| inputlookup camera_review_10000000.csv | apply model_TFIDF_t5000_f10 ,10000000,Good Job,316.0,106.3,464.467,314.15,94.0,577.015
apply,TFIDF,aws.m3.large_apply_TFIDF_i10000000_f20,20,10000000,| inputlookup camera_review_10000000.csv | apply model_TFIDF_t5000_f20 ,10000000,Good Job,376.0,106.4,583.786,348.28,121.0,749.186
apply,TFIDF,aws.m3.large_apply_TFIDF_i10000000_f50,50,10000000,| inputlookup camera_review_10000000.csv | apply model_TFIDF_t5000_f50 ,10000000,Good Job,548.0,106.8,926.679,457.53,195.0,1239.435
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i5000_f10,10,5000,| inputlookup cover_5000.csv | apply model_FieldSelector_t5000_f10 ,5000,Good Job,4.0,91.2,0.543,0.57,65.0,1.114
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i5000_f20,20,5000,| inputlookup cover_5000.csv | apply model_FieldSelector_t5000_f20 ,5000,Good Job,8.0,95.9,0.583,0.61,68.0,1.143
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i5000_f50,50,5000,| inputlookup cover_5000.csv | apply model_FieldSelector_t5000_f50 ,5000,Good Job,4.0,101.9,0.799,0.72,75.0,1.346
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i10000_f10,10,10000,| inputlookup cover_10000.csv | apply model_FieldSelector_t5000_f10 ,10000,Good Job,8.0,98.7,0.615,0.69,68.0,1.274
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i10000_f20,20,10000,| inputlookup cover_10000.csv | apply model_FieldSelector_t5000_f20 ,10000,Good Job,4.0,99.3,0.751,0.74,68.0,1.397
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i10000_f50,50,10000,| inputlookup cover_10000.csv | apply model_FieldSelector_t5000_f50 ,10000,Good Job,4.0,99.3,1.173,1.01,86.0,1.805
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i20000_f10,10,20000,| inputlookup cover_20000.csv | apply model_FieldSelector_t5000_f10 ,20000,Good Job,4.0,102.7,0.864,0.77,73.0,1.654
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i20000_f20,20,20000,| inputlookup cover_20000.csv | apply model_FieldSelector_t5000_f20 ,20000,Good Job,4.0,102.6,1.102,0.88,83.0,1.886
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i20000_f50,50,20000,| inputlookup cover_20000.csv | apply model_FieldSelector_t5000_f50 ,20000,Good Job,4.0,99.9,1.811,1.35,109.0,2.626
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i50000_f10,10,50000,| inputlookup cover_50000.csv | apply model_FieldSelector_t5000_f10 ,50000,Good Job,8.0,99.5,1.45,1.15,96.0,2.78
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i50000_f20,20,50000,| inputlookup cover_50000.csv | apply model_FieldSelector_t5000_f20 ,50000,Good Job,4.0,99.5,2.075,1.43,114.0,3.389
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i50000_f50,50,50000,| inputlookup cover_50000.csv | apply model_FieldSelector_t5000_f50 ,50000,Good Job,4.0,103.3,3.891,2.54,181.0,5.208
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i100000_f10,10,100000,| inputlookup cover_100000.csv | apply model_FieldSelector_t5000_f10 ,100000,Good Job,8.0,100.3,5.174,1.72,96.0,11.282
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i100000_f20,20,100000,| inputlookup cover_100000.csv | apply model_FieldSelector_t5000_f20 ,100000,Good Job,8.0,103.1,6.321,2.33,120.0,12.462
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i100000_f50,50,100000,| inputlookup cover_100000.csv | apply model_FieldSelector_t5000_f50 ,100000,Good Job,8.0,102.9,10.029,4.44,203.0,16.206
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i200000_f10,10,200000,| inputlookup cover_200000.csv | apply model_FieldSelector_t5000_f10 ,200000,Good Job,8.0,102.7,10.155,2.84,95.0,21.241
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i200000_f20,20,200000,| inputlookup cover_200000.csv | apply model_FieldSelector_t5000_f20 ,200000,Good Job,24.0,103.1,12.518,4.22,118.0,23.649
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i200000_f50,50,200000,| inputlookup cover_200000.csv | apply model_FieldSelector_t5000_f50 ,200000,Good Job,20.0,105.1,19.687,8.32,204.0,30.854
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i500000_f10,10,500000,| inputlookup cover_500000.csv | apply model_FieldSelector_t5000_f10 ,500000,Good Job,12.0,102.8,24.79,6.38,100.0,50.942
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i500000_f20,20,500000,| inputlookup cover_500000.csv | apply model_FieldSelector_t5000_f20 ,500000,Good Job,20.0,104.0,30.54,9.6,132.0,56.684
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i500000_f50,50,500000,| inputlookup cover_500000.csv | apply model_FieldSelector_t5000_f50 ,500000,Good Job,28.0,103.9,49.471,20.69,193.0,75.557
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | apply model_FieldSelector_t5000_f10 ,1000000,Good Job,40.0,103.1,49.537,12.19,99.0,100.587
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | apply model_FieldSelector_t5000_f20 ,1000000,Good Job,28.0,103.9,60.734,18.9,134.0,112.076
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | apply model_FieldSelector_t5000_f50 ,1000000,Good Job,64.0,107.1,97.273,39.22,203.0,148.463
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i2000000_f10,10,2000000,| inputlookup cover_2000000.csv | apply model_FieldSelector_t5000_f10 ,2000000,Good Job,56.0,104.5,97.729,23.95,103.0,198.894
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i2000000_f20,20,2000000,| inputlookup cover_2000000.csv | apply model_FieldSelector_t5000_f20 ,2000000,Good Job,72.0,104.2,121.858,36.89,128.0,222.569
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i2000000_f50,50,2000000,| inputlookup cover_2000000.csv | apply model_FieldSelector_t5000_f50 ,2000000,Good Job,124.0,104.0,194.724,77.09,193.0,295.942
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i5000000_f10,10,5000000,| inputlookup cover_5000000.csv | apply model_FieldSelector_t5000_f10 ,5000000,Good Job,164.0,104.8,245.04,58.96,103.0,496.735
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i5000000_f20,20,5000000,| inputlookup cover_5000000.csv | apply model_FieldSelector_t5000_f20 ,5000000,Good Job,172.0,103.9,303.931,92.39,135.0,554.854
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i5000000_f50,50,5000000,| inputlookup cover_5000000.csv | apply model_FieldSelector_t5000_f50 ,5000000,Good Job,292.0,106.9,491.616,197.0,213.0,743.758
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i10000000_f10,10,10000000,| inputlookup cover_10000000.csv | apply model_FieldSelector_t5000_f10 ,10000000,Good Job,292.0,103.7,493.143,117.7,104.0,995.986
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i10000000_f20,20,10000000,| inputlookup cover_10000000.csv | apply model_FieldSelector_t5000_f20 ,10000000,Good Job,380.0,104.6,609.838,186.92,135.0,1111.67
apply,FieldSelector,aws.m3.large_apply_FieldSelector_i10000000_f50,50,10000000,| inputlookup cover_10000000.csv | apply model_FieldSelector_t5000_f50 ,10000000,Good Job,564.0,106.0,972.486,383.81,208.0,1472.704
fit,KernelPCA,aws.m3.large_fit_KernelPCA_i500_f10,10,500,| inputlookup cover_500.csv | fit KernelPCA Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_KernelPCA_t500_f10,500,Good Job,76.0,97.4,0.639,0.68,67.0,1.4
fit,KernelPCA,aws.m3.large_fit_KernelPCA_i1000_f10,10,1000,| inputlookup cover_1000.csv | fit KernelPCA Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_KernelPCA_t1000_f10,1000,Good Job,148.0,101.1,0.611,0.77,70.0,1.406
fit,KernelPCA,aws.m3.large_fit_KernelPCA_i2000_f10,10,2000,| inputlookup cover_2000.csv | fit KernelPCA Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_KernelPCA_t2000_f10,2000,Good Job,284.0,97.7,1.266,1.24,132.0,2.076
fit,KernelPCA,aws.m3.large_fit_KernelPCA_i5000_f10,10,5000,| inputlookup cover_5000.csv | fit KernelPCA Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_KernelPCA_t5000_f10,5000,Good Job,704.0,106.5,6.004,4.29,645.0,6.898
fit,KernelPCA,aws.m3.large_fit_KernelPCA_i10000_f10,10,10000,| inputlookup cover_10000.csv | fit KernelPCA Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_KernelPCA_t10000_f10,5000,Good Job,708.0,102.5,5.97,4.36,592.0,6.923
fit,KernelPCA,aws.m3.large_fit_KernelPCA_i20000_f10,10,20000,| inputlookup cover_20000.csv | fit KernelPCA Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_KernelPCA_t20000_f10,5000,Good Job,704.0,104.8,6.217,4.37,672.0,7.241
